"BOOKINGMONTHID","FACULTYID","AGEGROUPID","CARBODYID","NUMBEROFBOOKINGS"
"201806","BUS",1,3,1
"201812","FIT",2,1,5
"202102","ENG",2,3,6
"201505","SCI",2,2,3
"201501","ENG",2,2,4
"201801","ART",2,1,4
"202011","FIT",1,3,1
"201503","FIT",1,2,4
"201911","ART",2,3,3
"201501","ART",2,3,3
"201701","SCI",1,3,7
"201907","FIT",1,3,4
"201904","BUS",2,1,1
"202107","FIT",3,3,1
"201607","SCI",3,3,3
"201911","FIT",1,3,5
"201912","ENG",1,1,3
"201911","ART",1,2,3
"202112","SCI",1,2,1
"202011","SCI",2,1,4
"202001","ENG",3,2,1
"201902","BUS",2,2,3
"202110","ART",2,1,2
"202010","BUS",1,3,3
"201703","SCI",3,3,2
"202003","ENG",1,2,5
"201708","ENG",3,3,1
"201612","SCI",1,3,6
"202101","SCI",1,2,3
"201601","BUS",1,3,1
"201805","BUS",2,3,4
"202103","SCI",2,3,5
"202112","ENG",3,1,1
"202110","SCI",1,1,1
"201603","ENG",1,1,3
"201607","FIT",3,3,1
"201710","FIT",1,3,1
"202103","ART",2,1,1
"202110","ART",2,3,4
"201912","FIT",3,1,1
"202104","SCI",2,3,2
"201612","BUS",1,1,1
"201701","ART",2,1,3
"202104","BUS",2,1,2
"201812","BUS",2,1,4
"201606","ART",2,3,2
"201712","ART",1,2,1
"201904","FIT",1,1,3
"201506","BUS",1,2,3
"201707","SCI",1,1,2
"202006","ENG",2,3,5
"201702","BUS",2,2,5
"201504","ART",2,1,2
"201810","SCI",2,3,4
"202106","FIT",1,3,2
"201510","ENG",3,1,1
"201809","ART",2,2,3
"201606","SCI",2,3,2
"201507","ART",1,3,1
"201912","ART",1,2,1
"202101","BUS",2,2,2
"201810","BUS",2,3,1
"201707","ART",2,1,3
"202102","ART",1,3,1
"201806","BUS",2,2,2
"202010","ART",1,3,2
"202004","ART",1,2,2
"201511","BUS",1,2,2
"201803","FIT",3,2,1
"201504","BUS",1,3,2
"201505","BUS",1,3,2
"201710","SCI",1,2,1
"202102","ENG",3,2,1
"202102","ART",1,1,1
"202009","SCI",3,3,2
"201610","ENG",2,2,2
"201911","SCI",2,3,1
"202002","SCI",1,1,4
"201510","SCI",3,2,1
"201805","ART",2,2,1
"202001","ART",2,1,1
"201505","FIT",3,1,1
"201501","ART",1,2,1
"201909","ART",2,2,3
"201601","ENG",3,1,1
"201502","SCI",3,2,1
"201810","BUS",1,2,2
"201908","BUS",2,3,2
"201604","BUS",2,1,1
"202111","BUS",1,3,1
"201810","SCI",1,2,6
"201801","ENG",3,2,1
"201807","SCI",1,2,5
"201812","ENG",1,1,5
"201910","ENG",2,3,8
"201702","SCI",2,3,5
"201604","FIT",2,2,8
"201812","FIT",2,3,7
"202003","BUS",1,3,2
"201501","SCI",2,3,5
"201910","FIT",1,3,5
"201904","FIT",2,1,6
"201603","ART",1,3,5
"202005","ENG",2,2,8
"201604","FIT",2,1,5
"201612","ENG",1,1,5
"202103","ART",2,3,5
"202112","ART",1,2,2
"201803","ENG",1,3,4
"201702","ART",2,1,3
"201505","FIT",1,1,7
"202009","FIT",2,3,4
"202101","ENG",2,3,6
"201803","BUS",1,3,3
"201709","FIT",2,3,8
"201611","FIT",2,2,7
"202110","FIT",2,1,12
"201610","SCI",1,1,5
"201712","FIT",2,3,7
"202010","SCI",2,1,1
"201711","BUS",2,3,5
"201609","FIT",1,3,5
"201807","FIT",1,2,7
"201910","FIT",2,3,8
"201710","SCI",2,2,6
"201812","ART",2,3,5
"201603","SCI",2,3,5
"201808","FIT",1,3,7
"202010","BUS",2,1,4
"202103","ENG",2,2,3
"201501","SCI",2,2,8
"201610","ART",1,2,3
"202102","ENG",1,3,6
"202005","BUS",2,1,1
"201602","FIT",1,3,4
"202011","ENG",2,1,3
"202001","FIT",1,2,4
"201903","ENG",2,1,5
"201812","SCI",3,2,4
"201509","ENG",1,3,10
"201906","ART",2,1,3
"201505","FIT",1,2,3
"201707","FIT",1,1,2
"202008","FIT",2,3,5
"202012","FIT",3,3,1
"201904","ENG",2,2,6
"202103","FIT",3,2,6
"202008","SCI",3,1,1
"201710","FIT",1,1,4
"202007","ART",2,3,6
"202002","FIT",2,3,8
"202107","ENG",3,3,2
"201706","ENG",1,3,9
"202103","ENG",1,1,5
"201712","ENG",2,1,6
"202011","FIT",2,2,9
"201801","SCI",1,1,8
"201810","FIT",1,1,7
"202011","SCI",3,1,3
"201512","ART",1,1,5
"201812","FIT",3,3,2
"201604","FIT",1,2,3
"201805","FIT",1,2,6
"201510","ENG",1,1,6
"202101","FIT",2,3,7
"201602","FIT",1,1,7
"201702","BUS",1,1,3
"201909","SCI",1,3,3
"201803","ART",1,3,2
"202005","ENG",2,1,4
"201902","FIT",2,2,2
"201603","BUS",1,3,1
"202004","BUS",1,2,2
"201906","FIT",1,1,8
"202112","SCI",3,3,3
"201512","ENG",3,1,1
"201607","ART",2,3,4
"201507","ENG",1,3,5
"201712","BUS",1,2,2
"201507","FIT",1,3,4
"202008","ENG",1,1,4
"201509","ENG",2,2,10
"201606","ENG",3,2,1
"201710","ENG",1,3,5
"202011","BUS",2,1,3
"201507","ENG",1,1,5
"201910","ENG",3,1,2
"201909","ENG",2,2,6
"201911","FIT",2,2,8
"201606","ENG",2,1,5
"202011","SCI",1,2,8
"201908","ENG",1,2,7
"201703","FIT",1,2,4
"202104","ENG",3,1,1
"201909","ENG",3,3,1
"202102","ART",2,2,2
"201903","SCI",3,2,1
"201911","SCI",1,3,4
"201806","SCI",2,2,1
"202004","BUS",1,1,3
"201901","FIT",1,3,5
"201808","ART",2,2,6
"202105","SCI",1,2,4
"201708","FIT",2,1,5
"202008","FIT",1,2,6
"201801","FIT",2,2,7
"201511","ENG",2,1,5
"201705","ENG",2,3,1
"201806","BUS",1,1,1
"202006","FIT",2,3,6
"201906","ENG",1,3,2
"201912","FIT",1,1,8
"202009","ENG",2,1,7
"201510","FIT",3,2,2
"201808","FIT",2,3,8
"201911","ART",1,3,2
"201512","BUS",2,3,4
"201501","ENG",3,3,1
"202110","FIT",1,2,4
"201905","SCI",1,3,3
"201812","FIT",1,2,6
"201607","ENG",2,1,10
"201910","ENG",1,2,5
"201906","SCI",2,1,3
"201611","ENG",3,1,2
"202101","FIT",3,1,1
"201810","FIT",2,2,4
"201902","SCI",1,3,3
"201812","ENG",1,3,7
"201505","ENG",1,2,5
"201909","FIT",2,3,6
"201703","ENG",1,1,3
"201611","ART",2,1,2
"201608","FIT",2,3,5
"201907","ART",2,2,3
"202009","ART",2,3,3
"201610","SCI",2,3,5
"201510","BUS",1,3,3
"202007","FIT",3,3,4
"201503","ART",1,3,4
"201711","SCI",1,2,11
"201706","FIT",3,2,3
"202001","ENG",2,1,7
"201903","BUS",1,3,1
"201807","ENG",2,3,8
"201511","FIT",2,3,7
"202005","FIT",1,3,4
"201506","ART",2,3,4
"202011","FIT",2,1,3
"202101","SCI",3,2,1
"202111","BUS",2,3,3
"202101","FIT",2,2,3
"201512","ART",2,2,3
"201910","ENG",2,1,5
"201503","ENG",1,2,8
"201908","ENG",2,2,6
"202009","BUS",1,2,2
"201508","ART",1,2,5
"202105","SCI",3,1,2
"202105","ENG",1,2,3
"201702","ENG",1,3,6
"201808","SCI",2,1,5
"201709","ENG",3,2,1
"202108","ENG",3,1,1
"201806","SCI",3,3,4
"201807","FIT",2,3,5
"201901","ENG",2,2,4
"202001","SCI",2,3,5
"201501","SCI",2,1,2
"201504","ART",1,1,3
"201709","BUS",1,2,2
"201510","SCI",1,3,6
"201806","ENG",2,1,5
"201502","ART",2,3,1
"201802","SCI",2,1,5
"201608","BUS",1,1,2
"201511","ART",2,3,1
"201711","BUS",1,3,1
"201508","ENG",2,1,3
"201506","ENG",1,3,2
"201712","ART",1,1,3
"202109","ENG",2,2,5
"201601","SCI",1,2,7
"201612","ENG",1,3,9
"201512","ENG",1,1,4
"202004","ENG",1,2,7
"202006","FIT",1,2,7
"201909","ENG",2,1,7
"201605","FIT",2,2,7
"201702","BUS",2,1,1
"201910","FIT",3,2,3
"201908","SCI",2,1,4
"202107","SCI",1,3,8
"202004","FIT",1,2,4
"201803","SCI",2,1,4
"201507","BUS",2,1,4
"202006","SCI",2,2,4
"202004","FIT",2,1,3
"202106","FIT",3,1,1
"201805","ENG",1,1,6
"201611","ART",2,3,5
"202005","SCI",3,1,3
"201806","BUS",2,3,5
"201608","ART",2,1,1
"201611","FIT",1,1,4
"201705","SCI",1,1,5
"201907","BUS",1,2,1
"201510","FIT",1,2,9
"201610","BUS",2,2,2
"201512","FIT",2,2,9
"202004","FIT",2,2,8
"202107","SCI",2,1,3
"201511","ART",1,2,1
"202009","SCI",1,2,7
"201506","FIT",1,1,1
"201912","ART",2,3,3
"201508","ART",1,3,2
"202109","SCI",3,1,1
"201501","SCI",1,3,1
"201707","SCI",1,2,3
"201602","ART",1,2,1
"201904","FIT",3,1,3
"201812","SCI",2,1,3
"202007","FIT",1,2,3
"201903","BUS",2,1,4
"202103","FIT",1,3,3
"202110","BUS",2,1,2
"201709","ART",1,2,2
"201809","SCI",1,3,4
"201603","FIT",3,1,1
"201506","ART",1,3,4
"201812","ENG",2,1,4
"201706","SCI",3,3,2
"202007","ENG",2,1,4
"201808","ART",1,2,3
"201901","ENG",1,2,4
"201608","ENG",1,1,4
"202111","FIT",1,1,1
"201905","ENG",3,1,2
"202009","SCI",2,3,4
"201611","SCI",1,3,2
"201802","SCI",1,1,4
"201511","SCI",2,3,4
"201701","BUS",2,3,2
"202004","ENG",2,1,1
"202105","BUS",1,3,2
"201910","FIT",2,1,7
"202103","ENG",2,1,4
"201711","ENG",1,1,9
"201706","ENG",1,1,2
"201510","FIT",1,3,3
"201907","ENG",1,1,3
"201607","BUS",2,1,2
"201810","ENG",1,2,5
"202003","ENG",2,2,6
"201602","ENG",3,1,1
"201508","FIT",1,3,8
"201708","ART",1,3,2
"202012","ART",2,2,3
"201710","SCI",2,3,3
"201907","ENG",1,3,3
"201811","ART",2,3,1
"202110","ENG",1,3,4
"201707","ENG",3,3,1
"201905","ART",1,3,2
"201503","ENG",1,3,3
"202004","SCI",1,3,1
"202106","SCI",1,3,3
"201810","ENG",1,1,4
"201806","SCI",3,1,1
"201709","ENG",2,2,5
"201808","SCI",2,2,5
"201607","ENG",2,2,4
"201705","FIT",3,2,1
"201508","ENG",1,3,1
"202003","SCI",3,1,2
"202007","FIT",2,3,3
"202010","ENG",1,1,2
"201604","FIT",2,3,4
"201702","ART",1,1,3
"201905","ENG",1,2,3
"201505","ENG",2,1,5
"201801","BUS",1,1,2
"202010","SCI",1,2,1
"202108","ART",2,1,2
"201610","ENG",2,1,4
"201501","BUS",2,1,2
"201503","BUS",2,3,1
"202005","ART",2,1,2
"201602","FIT",1,2,6
"201808","ART",2,1,8
"201610","FIT",2,2,8
"201803","FIT",3,1,3
"202003","FIT",3,1,2
"201710","ART",2,3,2
"201811","SCI",3,2,1
"201808","FIT",2,1,5
"201608","ART",1,3,1
"201808","ENG",2,1,2
"201805","SCI",2,2,3
"201909","SCI",2,1,5
"201511","FIT",3,1,2
"201906","SCI",1,2,5
"201606","SCI",1,2,1
"201509","ENG",2,3,5
"202109","ART",2,2,5
"202112","ART",2,1,2
"202105","BUS",1,2,2
"201609","ART",1,1,2
"201906","ENG",3,3,1
"201704","ART",2,1,1
"201907","FIT",3,2,1
"201807","ART",2,1,4
"201807","SCI",1,3,2
"202007","ART",1,2,3
"202001","BUS",2,1,1
"202108","ENG",3,2,1
"201508","ENG",1,1,6
"201704","ENG",3,2,1
"201807","ENG",1,1,2
"201510","FIT",2,2,5
"202001","ART",1,3,1
"202006","FIT",2,1,6
"202102","BUS",2,2,2
"202112","FIT",1,1,4
"201806","ENG",3,2,1
"201808","ENG",1,1,2
"201711","ART",2,3,4
"201510","ENG",1,3,3
"202003","FIT",2,1,6
"202106","SCI",2,1,2
"201604","ENG",1,1,2
"201709","ART",2,2,2
"201907","SCI",3,1,2
"201803","SCI",1,2,1
"202109","ART",2,1,3
"201808","FIT",1,2,3
"202101","ENG",1,1,3
"201604","ART",1,2,2
"202111","BUS",2,2,2
"201806","FIT",2,1,3
"201909","ART",1,1,2
"202107","SCI",3,2,2
"201701","ART",2,2,2
"202006","ENG",3,2,1
"202102","SCI",2,1,1
"201910","ART",1,2,1
"201507","ART",1,2,1
"201910","ENG",1,3,2
"201611","SCI",3,3,2
"201804","FIT",3,3,1
"201509","BUS",1,2,1
"201807","BUS",2,2,4
"201705","ART",1,1,1
"201802","SCI",3,3,1
"201910","BUS",1,1,2
"202104","SCI",3,1,1
"201808","ART",1,3,1
"201812","ENG",3,3,1
"201711","ENG",1,3,1
"202006","SCI",3,2,1
"201902","SCI",3,1,1
"201910","ENG",3,2,1
"202102","FIT",1,3,1
"201910","BUS",2,1,1
"201701","SCI",3,1,1
"201703","FIT",3,3,1
"202102","BUS",1,3,2
"202007","ENG",1,2,1
"201806","ENG",1,2,1
"201501","ENG",1,2,1
"201610","ART",2,1,1
"201607","ART",1,2,1
"201907","BUS",2,3,1
"202103","SCI",3,2,1
"201902","SCI",3,2,1
"202001","FIT",3,2,1
"201607","FIT",3,1,2
"201808","SCI",3,2,2
"202007","SCI",2,2,7
"201608","BUS",2,1,5
"201508","BUS",2,1,2
"201703","ENG",2,1,6
"201504","BUS",1,1,2
"201606","ENG",1,3,6
"202108","SCI",2,2,6
"201802","ART",2,2,2
"201909","BUS",1,3,4
"201503","BUS",2,2,1
"202101","SCI",1,1,5
"201502","FIT",1,3,2
"201907","ART",2,3,4
"201810","ENG",2,1,5
"201811","ENG",2,1,4
"201603","FIT",1,3,5
"202003","ART",1,1,3
"201612","ENG",2,3,8
"201711","FIT",2,1,6
"201507","ENG",2,3,4
"201601","ENG",2,3,6
"201509","FIT",1,1,5
"201702","SCI",2,2,1
"201712","ENG",2,3,12
"201802","FIT",1,2,4
"202009","ENG",1,1,5
"201506","ENG",2,3,8
"201601","BUS",2,3,4
"201910","SCI",1,3,3
"201912","FIT",2,3,3
"201605","SCI",1,3,5
"202012","SCI",2,1,9
"201710","FIT",2,1,9
"201504","SCI",1,3,4
"201501","FIT",1,3,6
"201911","FIT",3,1,1
"202111","SCI",1,1,4
"201601","SCI",2,2,3
"202101","SCI",1,3,9
"201608","FIT",1,3,3
"202110","ENG",2,2,5
"202107","ENG",2,3,10
"202003","BUS",2,1,4
"202101","BUS",1,2,2
"201905","SCI",2,3,5
"201605","BUS",1,2,4
"201709","BUS",1,1,2
"201802","ART",2,1,4
"201903","FIT",1,1,4
"201710","FIT",2,3,3
"201908","ART",1,3,5
"202011","ART",1,2,6
"201605","ENG",2,1,7
"201903","FIT",3,2,4
"201510","BUS",1,2,4
"201612","BUS",2,2,3
"202112","FIT",1,2,6
"201511","ART",2,2,1
"202006","ENG",1,2,3
"201701","FIT",1,1,6
"201905","BUS",2,1,4
"202006","FIT",1,1,5
"201710","ENG",1,2,7
"202001","SCI",1,2,5
"202108","ENG",1,3,2
"201503","SCI",2,2,10
"201612","ART",1,3,2
"202007","FIT",1,1,4
"201602","BUS",2,3,3
"201511","SCI",2,2,2
"201505","FIT",2,1,8
"202112","BUS",1,3,3
"201703","SCI",2,2,5
"201804","ART",1,1,4
"202101","BUS",2,1,2
"201609","FIT",2,2,8
"202012","ENG",1,3,4
"201706","SCI",1,3,4
"201810","ART",2,1,2
"201701","SCI",2,2,5
"201606","FIT",1,1,3
"201707","SCI",3,2,2
"201807","BUS",1,1,1
"201611","FIT",2,3,3
"201512","SCI",3,3,2
"201510","ART",1,2,4
"202012","FIT",2,1,7
"202004","SCI",1,1,3
"201806","FIT",1,2,5
"201502","FIT",2,2,7
"201807","SCI",2,3,2
"202103","ENG",2,3,11
"201610","FIT",3,3,2
"201703","SCI",3,2,3
"202003","SCI",2,3,4
"201611","ENG",2,2,2
"202011","ENG",1,2,4
"201507","FIT",3,3,2
"201912","FIT",1,2,7
"201708","ART",2,3,3
"201708","ENG",2,3,7
"202005","SCI",1,2,5
"201508","ENG",2,2,4
"201612","ENG",2,1,3
"202102","SCI",1,1,3
"201501","ENG",2,3,5
"202106","SCI",1,1,7
"201505","ENG",1,3,3
"201903","FIT",2,1,6
"201809","ENG",1,2,4
"201709","FIT",1,2,5
"201605","FIT",1,3,2
"201610","SCI",3,3,2
"201505","SCI",1,3,3
"202104","ENG",2,2,9
"201904","ART",1,3,1
"201703","FIT",1,3,6
"201903","SCI",1,3,3
"202107","SCI",3,1,2
"202108","BUS",1,3,2
"201909","FIT",3,2,3
"201911","ENG",1,2,9
"202012","ART",2,3,6
"201705","ART",2,3,3
"201806","FIT",2,3,10
"201802","ENG",2,3,4
"201805","SCI",1,3,3
"201608","FIT",1,2,5
"201508","SCI",3,2,3
"202104","FIT",2,3,3
"201804","BUS",2,1,3
"201810","BUS",1,1,2
"201503","ART",2,1,2
"201703","ART",2,3,4
"201812","BUS",1,1,1
"202108","SCI",1,3,2
"201610","ENG",1,1,5
"202011","ART",2,2,2
"201611","SCI",2,3,5
"202105","FIT",1,3,4
"201704","SCI",1,1,5
"201510","FIT",3,3,2
"201610","FIT",2,1,7
"202009","SCI",2,1,3
"202012","ENG",1,2,1
"201504","ENG",1,3,4
"202009","ART",1,2,3
"201509","SCI",1,1,3
"202009","FIT",1,2,11
"201704","ENG",2,3,3
"202106","FIT",1,2,4
"202003","SCI",1,3,3
"201604","ENG",2,1,3
"202005","SCI",1,3,6
"202103","SCI",2,1,4
"201812","SCI",2,2,2
"201912","FIT",1,3,2
"201608","ART",1,1,4
"202109","ENG",2,3,6
"202005","FIT",1,1,3
"202005","BUS",1,3,2
"202112","FIT",2,3,3
"201503","ENG",2,3,5
"202107","ART",2,3,5
"201608","ENG",2,1,3
"202002","ENG",2,3,3
"201702","ENG",2,1,2
"202109","SCI",3,2,4
"202110","ENG",3,2,2
"201509","ENG",1,2,6
"201504","ENG",3,2,1
"201609","BUS",2,2,1
"202010","FIT",3,1,2
"202106","ENG",2,2,3
"201502","SCI",2,3,3
"202001","SCI",1,1,2
"201506","SCI",2,1,3
"201709","ENG",2,1,1
"201501","FIT",2,2,5
"201503","SCI",1,3,5
"201601","FIT",2,1,5
"201902","FIT",3,1,1
"201512","ART",2,1,2
"201511","FIT",1,1,5
"201704","SCI",2,1,3
"201909","ENG",2,3,10
"201804","SCI",1,2,3
"201802","BUS",2,2,3
"201807","SCI",3,1,5
"201811","BUS",2,3,2
"201901","ART",1,2,5
"202104","ENG",2,3,3
"201907","ENG",2,3,9
"201510","ART",2,1,4
"202005","SCI",2,2,7
"201506","FIT",3,3,2
"201912","ART",2,2,6
"201802","FIT",1,3,6
"201712","FIT",1,1,2
"201906","SCI",2,3,4
"202005","BUS",1,2,3
"201801","SCI",2,1,2
"201801","ART",2,2,6
"202107","ART",2,1,2
"201503","ENG",2,1,7
"201603","SCI",3,3,2
"201903","ENG",1,3,4
"201712","FIT",2,2,4
"201507","SCI",2,1,3
"201907","FIT",1,2,4
"201804","ART",2,1,3
"201712","SCI",3,3,2
"202108","ART",1,2,2
"201805","FIT",2,1,5
"202004","ART",1,3,2
"201708","FIT",3,1,3
"201606","SCI",2,2,4
"201607","ENG",1,1,6
"201801","BUS",2,1,1
"201810","ART",2,3,3
"201711","ENG",1,2,7
"201904","ENG",2,3,4
"202111","FIT",3,1,5
"201610","FIT",3,1,5
"201708","ART",1,2,1
"201611","BUS",2,1,2
"202107","ENG",1,2,4
"202109","FIT",2,3,5
"201610","BUS",2,1,3
"202007","SCI",3,3,2
"201812","ART",1,2,2
"201505","SCI",3,3,1
"201502","BUS",2,2,2
"202008","SCI",1,3,3
"201712","SCI",2,1,7
"202008","ART",1,3,4
"202111","FIT",2,1,4
"201908","ART",1,1,5
"202106","FIT",3,2,1
"201508","SCI",1,3,2
"202106","SCI",2,3,7
"201510","ENG",2,1,2
"201509","BUS",2,2,3
"201609","ENG",2,3,4
"201702","SCI",3,1,1
"201710","ART",2,2,1
"201706","SCI",3,2,4
"201711","SCI",2,2,3
"201601","ART",2,1,1
"201602","FIT",3,1,1
"202104","ART",2,3,4
"201907","FIT",2,3,6
"202111","ART",2,3,2
"201610","FIT",3,2,2
"201903","FIT",2,2,6
"201901","ENG",2,1,5
"201708","ART",2,2,3
"202109","BUS",2,1,3
"201810","SCI",2,1,3
"201707","SCI",2,2,5
"201709","ART",2,1,5
"201708","SCI",3,3,3
"201806","BUS",2,1,1
"201807","FIT",2,1,5
"201506","FIT",2,3,7
"201908","ART",2,1,2
"201601","FIT",1,3,1
"201609","SCI",2,3,1
"201712","SCI",1,2,2
"201611","ART",1,1,3
"201905","FIT",3,1,1
"202001","FIT",3,1,1
"201610","SCI",3,2,1
"202012","BUS",1,1,2
"201609","SCI",1,3,5
"201905","SCI",1,2,7
"201602","ART",2,1,2
"201803","BUS",2,3,3
"201803","BUS",1,1,2
"201910","FIT",2,2,5
"202002","SCI",2,2,2
"201603","ENG",3,3,1
"202103","ART",1,3,2
"201507","SCI",3,3,2
"201605","SCI",3,2,3
"201906","BUS",2,3,4
"201707","FIT",1,2,2
"201702","FIT",1,1,3
"201910","SCI",1,1,2
"201511","SCI",3,1,2
"202105","ART",2,1,2
"201808","ENG",2,3,2
"202102","FIT",1,1,3
"201509","SCI",3,3,2
"202007","SCI",1,3,3
"201604","SCI",2,2,4
"202105","SCI",1,3,1
"202112","BUS",2,3,1
"201505","ART",2,2,1
"201711","ART",2,1,2
"202109","ART",1,1,2
"201806","SCI",1,1,6
"201905","ART",2,3,1
"201905","BUS",1,1,1
"201707","BUS",2,3,5
"201606","ENG",3,1,1
"202007","SCI",1,1,1
"201907","SCI",3,3,1
"202106","SCI",3,2,3
"201509","ENG",3,1,1
"201503","ENG",1,1,2
"201603","FIT",2,2,2
"201608","SCI",2,1,3
"201908","FIT",1,1,3
"201707","FIT",3,1,2
"201912","SCI",3,3,2
"201511","FIT",3,3,3
"201706","ART",1,1,1
"201502","SCI",2,1,4
"201806","FIT",2,2,3
"201903","ART",1,2,1
"202004","ART",2,1,3
"202002","ART",2,1,1
"201810","ART",1,2,2
"201504","BUS",1,2,1
"201609","ART",2,2,3
"201711","SCI",2,1,2
"202102","SCI",3,1,1
"202009","ENG",3,3,1
"201805","ENG",1,3,3
"201811","ART",2,2,1
"202105","SCI",1,1,2
"202107","BUS",2,1,2
"201902","ART",2,3,1
"201609","ART",1,2,1
"201603","SCI",2,2,3
"202111","SCI",1,3,1
"201704","BUS",1,1,1
"201803","BUS",2,1,1
"201509","FIT",3,1,2
"202108","BUS",1,2,1
"202008","BUS",2,1,2
"201610","SCI",1,3,1
"201708","SCI",2,3,3
"201804","BUS",2,2,1
"201603","ART",1,1,2
"202003","FIT",3,2,1
"201705","ENG",2,1,2
"202003","BUS",1,2,1
"201506","ART",2,2,1
"202112","FIT",3,1,2
"201812","FIT",3,2,1
"201706","ART",1,3,1
"201910","SCI",3,1,1
"201907","SCI",2,3,1
"201508","BUS",1,1,1
"202111","BUS",1,2,1
"202001","BUS",2,3,1
"202009","ART",2,2,1
"202001","SCI",3,1,1
"201908","ENG",3,3,1
"201704","SCI",1,2,1
"201502","BUS",2,1,2
"201711","SCI",2,3,1
